Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,https://www.ucsb.edu/,https://www.edhat.com/sites/default/files/news_image/b180326_07894.jpeg
Pizzeria Delfina - Palo Alto,A cozy restaurant that offers delicious Neapolitan-style pizzas. ,37.44339198,-122.1604747,https://www.pizzeriadelfina.com/location/palo-alto/,https://resizer.otstatic.com/v2/photos/xlarge/1/25598375.jpg
Mauna Lani Resort Beach,"A beach on the coast of The Island of Hawaii (The Big Island) where one can snorkel, befriend turtles, or tan. ",19.94214846,-155.8726918,https://www.shiwotaresorts.com/service/maunalanibeachclub/,https://www.shiwotaresorts.com/wp-content/uploads/2015/10/Mauna-lani-beach-750x450.jpg
Santa Barbara Craft Ramen,Where one can get a piping hot bowl of artisanal ramen in Downtown Santa Barbara.,34.41679178,-119.6952477,http://www.santabarbaracraftramen.com/,"https://images.getbento.com/accounts/3c6c8f51cb69d1b72becc317477e53d7/media/images/13651Santa_Barbara_Kraft_Ramen_Menu_-9318.jpg?w=1800&fit=max&auto=compress,format&h=1800"
Vista Hill,The perfect sunset spot in Foothills Park that overlooks the bay.,37.36556322,-122.1805749,https://www.cityofpaloalto.org/Departments/Community-Services/Open-Space-Parks/Neighborhood-Parks/Foothills-Nature-Preserve,https://fastly.4sqi.net/img/general/600x600/14055_TXMk8ZNXAVAn1KhXjihM5toj3M3pEwxI4oxjI_zQX4Q.jpg
Scrap PDX,A second-hand store for art and craft supplies in the heart of Portland.,45.52264285,-122.6895637,http://portland.scrapcreativereuse.org/,https://i0.wp.com/diyinpdx.com/wp-content/uploads/2016/03/scrap-6.jpg?resize=500%2C333
